MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
10193301A139131B000,10193301A139131B000@58,385,1,,0,FY2026,06,22,20250827,17671869,8/27/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,KNITWEAR,SWEATER,Versace Apparel,-missing description-,1019330,1A13913,1B000,Black,BASIC NEW MEDUSA EMBROIDERY VISCOSE BLEND,MFO,2024AI,58,MFO,,FP,,SS24 MFO Main Drop 2
10037011A006341B00V,10037011A006341B00V@440,385,1,,0,FY2026,06,22,20250827,17671869,8/27/2025,USA,OUTLET Houston Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,DRIVERS,1003701,1A00634,1B00V,Black-Versace Gold,SUEDE,*,2024AI,440,EOS,,FP,,FW24 EOS - July 25 Drop
10144601A007762W020,10144601A007762W020@440,595,1,1,0,FY2026,06,22,20250827,17671869,8/27/2025,USA,OUTLET Houston Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,LA GRECA,1014460,1A00776,2W020,White+Black,FABRIC+EMBROIDERY,*,2026PE,440,EOS,,FP,,"FP La greca sneaker styles - Jun 25 Drop, Expanded to Additional Doors Sep 25"
10145661A140542W010,10145661A140542W010@36,266.02,1,,0,FY2026,06,22,20250827,17671870,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014566,1A14054,2W010,Optical White + Medium Grey,COTTON JERSEY FABRIC WITH MEDUSA RHINESTONE EMBROIDERY + STUDS,MFO,2024PE,36,MFO,,FP,,Prev Gaze (SS24 or older)
1008104DVIT2T1B00V,1008104DVIT2T1B00V@UNICA,192.5,1,3,0,FY2026,06,22,20250827,17671873,8/27/2025,USA,OUTLET LA Cabazon,F,SLG,Accessories,SLG,CARD CASE/COIN PURSE,Versace Accessories,LA MEDUSA,1008104,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10122931A018771B00P,10122931A018771B00P@UNICA,87.5,1,,8,FY2026,06,22,20250827,17671873,8/27/2025,USA,OUTLET LA Cabazon,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,BRACELET,Versace Accessories,LA MEDUSA,1012293,1A01877,1B00P,Black-Palladium,METAL-WAXED COTTON,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10122931A018771B00V,10122931A018771B00V@UNICA,87.5,1,,7,FY2026,06,22,20250827,17671873,8/27/2025,USA,OUTLET LA Cabazon,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,BRACELET,Versace Accessories,LA MEDUSA,1012293,1A01877,1B00V,Black-Versace Gold,METAL-WAXED COTTON,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
1011851A2313772B130,1011851A2313772B130@XL,276.5,1,2,0,FY2026,06,22,20250827,17671874,8/27/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2B130,Black+Gold,PIQUET COTONE 30/1,MFO,2025PE,XL,MFO,,FP,,ACT SS25 GAZE
1015537DVIT2T1B00V,1015537DVIT2T1B00V@UNICA,997.5,1,5,0,FY2026,06,22,20250827,17671875,8/27/2025,USA,OUTLET North Georgia Premium,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,LA MEDUSA,1015537,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,SS24 MFO Main Drop 1
10194601A140555B050,10194601A140555B050@L,266.02,1,2,0,FY2026,06,22,20250827,17671877,8/27/2025,Canada,OUTLET Vancouver,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1019460,1A14055,5B050,Black+Grey,JERSEY FABRIC WITH BAROQUE LEAFY PRINT,MFO,2024PE,L,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
10102591A007692W020,10102591A007692W020@40,266.02,1,2,0,FY2026,06,22,20250827,17671878,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010259,1A00769,2W020,White+Black,JERSEY FABRIC VERSACE LOGO SERIES,MFO,2023PE,40,MFO,,FP,,Prev Gaze (SS24 or older)
10158471A113491D280,10158471A113491D280@56,757.51,1,,0,FY2026,06,22,20250827,17671879,8/27/2025,Canada,OUTLET Halton Hills,M,RTW,Ready to Wear,DENIM/JEANS,BLOUSON,Versace Apparel,-missing description-,1015847,1A11349,1D280,Mid Grey,STOP BLACK DENIM S.STONE WASH GRAY,*,2024AI,56,EOS,,FP,,FW24 EOS - Aug 25 Drop
10147351A100801W01V,10147351A100801W01V@365,367.5,1,1,0,FY2026,06,22,20250827,17671880,8/27/2025,USA,OUTLET Wrentham,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014735,1A10080,1W01V,White-Versace Gold,CALF LEATHER,MFO,2024PE,365,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10117851A105011PV4V,10117851A105011PV4V@UNICA,357,1,,0,FY2026,06,22,20250827,17671881,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1011785,1A10501,1PV4V,Soft Pink-Versace Gold,CROC CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10094281A020871B00V,10094281A020871B00V@360,315,1,2,0,FY2026,06,22,20250827,17671884,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,LA MEDUSA,1009428,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2023AI,360,MFO,,FP,,Prev Gaze (SS24 or older)
10192531A075241LE30,10192531A075241LE30@42,165.9,1,,0,FY2026,06,22,20250827,17671885,8/27/2025,USA,OUTLET SF Livermore,F,RTW,Ready to Wear,JERSEY,SWEATPANTS,Versace Apparel,-missing description-,1019253,1A07524,1LE30,Lavander,JACQUARD TOWEL STITCH FABRIC WITH EMBOSSED VERSACE,MFO,2024PE,42,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10167681A075241LE30,10167681A075241LE30@40,402.5,1,2,0,FY2026,06,22,20250827,17671885,8/27/2025,USA,OUTLET SF Livermore,F,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,-missing description-,1016768,1A07524,1LE30,Lavander,JACQUARD TOWEL STITCH FABRIC WITH EMBOSSED VERSACE,MFO,2024PE,40,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
10102591A120362VE30,10102591A120362VE30@46,193.55,1,,0,FY2026,06,22,20250827,17671885,8/27/2025,USA,OUTLET SF Livermore,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010259,1A12036,2VE30,Pastel Blue+White,COTTON JERSEY FABRIC LOGO PRINT,MFO,2024PE,46,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10146131A105011PV4V,10146131A105011PV4V@360,231,1,,0,FY2026,06,22,20250827,17671886,8/27/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014613,1A10501,1PV4V,Soft Pink-Versace Gold,CROC CALF LEATHER,MFO,2024PE,360,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10097071A042671N22V,10097071A042671N22V@425,118.5,1,,0,FY2026,06,22,20250827,17671888,8/27/2025,USA,OUTLET Wrentham,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,1A04267,1N22V,Dark Brown-Versace Gold,SUEDE LEATHER,MFO,2024PE,425,MFO,20250926,MD,70%,Prev Gaze (SS24 or older)
10147481A086631B00V,10147481A086631B00V@380,332.5,1,6,0,FY2026,06,22,20250827,17671889,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A08663,1B00V,Black-Versace Gold,CALF LEATHER+METAL HW,MFO,2024AI,380,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10094201A020871B00V,10094201A020871B00V@380,385,1,,0,FY2026,06,22,20250827,17671889,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1009420,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2023AI,380,MFO,,FP,,Prev Gaze (SS24 or older)
10101031A137615B000,10101031A137615B000@50,453.49,1,2,0,FY2026,06,22,20250827,17671891,8/27/2025,Canada,OUTLET Halton Hills,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5B000,Black+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024AI,50,MFO,,FP,,FW24 MFO Main Drop 2
10155911A120531B00V,10155911A120531B00V@460,301.48,1,,0,FY2026,06,22,20250827,17671891,8/27/2025,Canada,OUTLET Halton Hills,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A12053,1B00V,Black-Versace Gold,SUEDE+ENAMEL HW,MFO,2025PE,460,MFO,,FP,,ACT SS25 GAZE
DBSI159S1A039121GM1V,DBSI159S1A039121GM1V@UNICA,556.5,1,11,0,FY2026,06,22,20250827,17671892,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,CLUTCH/DOCUMENT CASE,Versace Accessories,ICON,DBSI159S,1A03912,1GM1V,Dark Olive-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10087821A006384J120,10087821A006384J120@UNICA,206.5,1,8,0,FY2026,06,22,20250827,17671892,8/27/2025,USA,OUTLET Orlando Vineland Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,EARRINGS,Versace Accessories,ICON,1008782,1A00638,4J120,Versace Gold-Black,METAL+ENAMEL,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10192291A020871KB7V,10192291A020871KB7V@380,332.5,1,3,0,FY2026,06,22,20250827,17671893,8/27/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019229,1A02087,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,380,MFO,,FP,,FW24 MFO Main Drop 1
10133531A039121B00P,10133531A039121B00P@UNICA,328.5,1,1,0,FY2026,06,22,20250827,17671894,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A03912,1B00P,Black-Palladium,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10013721A043735B000,10013721A043735B000@40,535.5,1,,0,FY2026,06,22,20250827,17671898,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1001372,1A04373,5B000,Black+Gold,HERITAGE PRINT TWILL POLY FABRIC,MFO,2024PE,40,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10155411A039121RA8V,10155411A039121RA8V@UNICA,255,1,,0,FY2026,06,22,20250827,17671900,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,ICON,1015541,1A03912,1RA8V,Coral-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10155401A039121RA8V,10155401A039121RA8V@UNICA,175,1,,0,FY2026,06,22,20250827,17671900,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1015540,1A03912,1RA8V,Coral-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,70%,SS24 MFO Main Drop 2
10158201A122406N24V,10158201A122406N24V@UNICA,265,1,,0,FY2026,06,22,20250827,17671900,8/27/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,MEDUSA 95,1015820,1A12240,6N24V,Brown+Moka-Versace Gold,CALF LEATHER,*,2024AI,UNICA,EOS,20250827,MD,60%,FW24 DTO-Nov 24 Drop
10192231A039121RA8V,10192231A039121RA8V@UNICA,357,2,,0,FY2026,06,22,20250827,17671900,8/27/2025,USA,OUTLET Miami Sawgrass,F,SLG,Accessories,SLG,POUCH,Versace Accessories,ICON,1019223,1A03912,1RA8V,Coral-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10136011A108441PT20,10136011A108441PT20@42,268.73,1,,0,FY2026,06,22,20250827,17671904,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1013601,1A10844,1PT20,Dusty Rose,JERSEY FABRIC SERIES 3D EFFECT MEDUSA LOGO PRINT,*,2024AI,42,EOS,20250814,MD,30%,FW24 LA VACANZA - APR 25
10165481A115775PB40,10165481A115775PB40@38,276.87,1,1,0,FY2026,06,22,20250827,17671904,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1016548,1A11577,5PB40,Dusty Rose+Bone,FABRIC SILK TWILL SEA STARS ALLOVER PRINT,*,2024AI,38,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10192441A068921P590,10192441A068921P590@40,339.57,1,,0,FY2026,06,22,20250827,17671904,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1019244,1A06892,1P590,Light Pink,STRETCH WOOL FABRIC,MFO,2024PE,40,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
10013471A115265E360,10013471A115265E360@42,317.59,1,,0,FY2026,06,22,20250827,17671904,8/27/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,SHIRT,TOP,Versace Apparel,-missing description-,1001347,1A11526,5E360,Cocrete+Dusty Blue+Bone,SILK TWILL FABRIC HOLIDAY PRINT,*,2024AI,42,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10062721A042641G510,10062721A042641G510@460,250,1,,0,FY2026,06,22,20250827,17671905,8/27/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1G510,Khaki,RUBBER,MFO,2024PE,460,MFO,,FP,,SS24 MFO Main Drop 2
10013721A043735B000,10013721A043735B000@42,535.5,1,,0,FY2026,06,22,20250827,17671906,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1001372,1A04373,5B000,Black+Gold,HERITAGE PRINT TWILL POLY FABRIC,MFO,2024PE,42,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
R500010R100MLSRNUL,R500010R100MLSRNUL@TU,120,1,2,0,FY2026,06,22,20250827,17671907,8/27/2025,USA,OUTLET Miami Sawgrass,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R500010,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10037011A006341B00V,10037011A006341B00V@420,385,1,4,0,FY2026,06,22,20250827,17671907,8/27/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,DRIVERS,1003701,1A00634,1B00V,Black-Versace Gold,SUEDE,*,2024AI,420,EOS,,FP,,FW24 EOS - July 25 Drop
O2207QO10028738ONUL,O2207QO10028738ONUL@TU,249,1,12,0,FY2026,06,22,20250827,17671907,8/27/2025,USA,OUTLET Miami Sawgrass,X,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2207Q,O10028738,ONUL,NUL,GOLD,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLET STARS SKU
10062761A021501UC7E,10062761A021501UC7E@090,105,1,,0,FY2026,06,22,20250827,17671908,8/27/2025,USA,OUTLET North Georgia Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1006276,1A02150,1UC7E,Navy Blue-Ruthenium,CALF LEATHER,MFO,2024PE,090,MFO,20250926,MD,70%,Prev Gaze (SS24 or older)
10062721A042641B000,10062721A042641B000@440,250,1,3,0,FY2026,06,22,20250827,17671909,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1B000,Black,RUBBER,MFO,2024PE,440,MFO,,FP,,FW24 MFO Main Drop 1
R720011R200MLSRNUL,R720011R200MLSRNUL@TU,160,1,5,0,FY2026,06,22,20250827,17671910,8/27/2025,USA,OUTLET North Georgia Premium,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R720011,R200MLS,RNUL,NUL,200 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
O2235O10016G51ONUL,O2235O10016G51ONUL@TU,249,1,11,0,FY2026,06,22,20250827,17671912,8/27/2025,USA,OUTLET Miami Sawgrass,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2235,O10016G51,ONUL,NUL,TRANSP GREY MIRROR SILVER,*,*,TU,EOS,,FP,,FW24 EOS - HOME/LIC
10118511A140491B000,10118511A140491B000@M,245,1,,0,FY2026,06,22,20250827,17671914,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,1A14049,1B000,Black,PIQUET FABRIC + VERSACE EMBROIDERY,MFO,2024PE,M,MFO,20250926,MD,20%,SS24 MFO Main Drop 2
10192301A114841B00P,10192301A114841B00P@390,183.75,1,,0,FY2026,06,22,20250827,17671915,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,PIN POINT,1019230,1A11484,1B00P,Black-Palladium,LAMB LEATHER,MFO,2024PE,390,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10170721A121101ED0V,10170721A121101ED0V@440,385,1,,0,FY2026,06,22,20250827,17671917,8/27/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,VILLA,1017072,1A12110,1ED0V,Smoke Grey-Versace Gold,CALF LEATHER,*,2024AI,440,EOS,,FP,,FW24 EOS - Aug 25 Drop
10062761A021501B00V,10062761A021501B00V@120,250.81,1,,0,FY2026,06,22,20250827,17671918,8/27/2025,Canada,OUTLET Halton Hills,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1006276,1A02150,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024PE,120,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10146451A021951B00P,10146451A021951B00P@460,402.5,1,1,0,FY2026,06,22,20250827,17671921,8/27/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,LOAFERS,Versace Accessories,LA GRECA,1014645,1A02195,1B00P,Black-Palladium,CALF,MFO,2025PE,460,MFO,,FP,,ACT SS25 GAZE
10192271A020871KB7V,10192271A020871KB7V@375,0,0,,0,FY2026,06,22,20250827,17671922,8/27/2025,Canada,OUTLET Vancouver,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1019227,1A02087,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,375,MFO,,FP,,FW24 MFO Main Drop 1
DSR257CSDGOR1W000,DSR257CSDGOR1W000@410,275,1,,0,FY2026,06,22,20250827,17671923,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,LA MEDUSA,DSR257CS,DGOR,1W000,Optical White,GOMMA,MFO,2024PE,410,MFO,,FP,,SS24 MFO Main Drop 2
10192291A020871W00V,10192291A020871W00V@420,332.5,1,,0,FY2026,06,22,20250827,17671923,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019229,1A02087,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2025PE,420,MFO,,FP,,FW24 MFO Main Drop 1
10123691A021501B00V,10123691A021501B00V@105,245,1,2,0,FY2026,06,22,20250827,17671923,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1012369,1A02150,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,105,MFO,,FP,,ACT SS25 GAZE
1009707D1VSKVO41,1009707D1VSKVO41@430,332.5,1,3,0,FY2026,06,22,20250827,17671923,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,D1VS,KVO41,Black-Versace Gold,CALF LEATHER,MFO,2025PE,430,MFO,,FP,,ACT SS25 GAZE
10062721A042641R120,10062721A042641R120@430,250,1,3,0,FY2026,06,22,20250827,17671923,8/27/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1R120,Dark Red,RUBBER,MFO,2024AI,430,MFO,,FP,,FW24 MFO Main Drop 2
10171421A006203J000,10171421A006203J000@UNICA,257.25,1,,0,FY2026,06,22,20250827,17671926,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,FASHION JEWELRY,Accessories,FASHION JEWELRY,CHOKER,Versace Accessories,BIND,1017142,1A00620,3J000,Versace Gold,METAL,*,2024AI,UNICA,EOS,20250522,MD,70%,#N/A
10143161A154236E960,10143161A154236E960@370,207.9,1,,1,FY2026,06,22,20250827,17671927,8/27/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1014316,1A15423,6E960,Zinco+Sunset Yellow+Candy+Black,SUEDE+LEATHER+THE GREEK MONOGRAM PRINT FABRIC,MFO,2024PE,370,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
10155411A139842PQ5V,10155411A139842PQ5V@UNICA,231,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,ICON,1015541,1A13984,2PQ5V,Pastel Pink+White-Oro Versace,FABRIC+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250814,MD,60%,#N/A
1008100DVIT2T1PK4V,1008100DVIT2T1PK4V@UNICA,441,1,2,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1008100,DVIT2T,1PK4V,Pink Paradise-  Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10133531A093212VE9V,10133531A093212VE9V@UNICA,536.55,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A09321,2VE9V,Baby Blue+Gentian Blue-Versace Gold,FABRIC JACQUARD+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10133531A139892B02V,10133531A139892B02V@UNICA,383.25,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A13989,2B02V,Black+White-Gold Versace,FABRIC+LAMB LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10155401A039121RA8V,10155401A039121RA8V@UNICA,245,1,1,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1015540,1A03912,1RA8V,Coral-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,70%,SS24 MFO Main Drop 2
10028771A151822PL5V,10028771A151822PL5V@UNICA,406,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON NYLON,1002877,1A15182,2PL5V,Pale Pink+Beige-Versace Gold,FABRIC + CALF LEATHER + METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
10126461A131852UL9V,10126461A131852UL9V@UNICA,333.2,1,3,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON NYLON,1012646,1A13185,2UL9V,Pale Blue+Beige-Versace Gold,FABRIC + CALF LEATHER + METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
10126461A151822PL5V,10126461A151822PL5V@UNICA,333.2,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON NYLON,1012646,1A15182,2PL5V,Pale Pink+Beige-Versace Gold,FABRIC + CALF LEATHER + METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
10208011A014885P21V,10208011A014885P21V@UNICA,257.25,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA GRECA SIGNATURE,1020801,1A01488,5P21V,Candy+Black-Versace Gold,COATED CANVAS MONOGRAM+CALF,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
1013350DVIT2T1P86V,1013350DVIT2T1P86V@UNICA,306.25,1,,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1013350,DVIT2T,1P86V,Fuxia-Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
1021608DVIT3T1P65V,1021608DVIT3T1P65V@UNICA,315,1,3,0,FY2026,06,22,20250827,17671928,8/27/2025,USA,OUTLET SF Livermore,F,SLG,Accessories,SLG,POUCH,Versace Accessories,LA MEDUSA,1021608,DVIT3T,1P65V,Baby Pink-Baby Pink-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250814,MD,40%,FW24 MFO Main Drop 0
